,Anhui,Beijing,Chongqing,Fujian,Gansu,Guangdong,Guangxi,Guizhou,Hainan,Hebei,Heilongjiang,Henan,Hong Kong,Hubei,Hunan,Inner Mongolia,Jiangsu,Jiangxi,Jilin,Liaoning,Macau,Ningxia,Qinghai,Shaanxi,Shandong,Shanghai,Shanxi,Sichuan,Taiwan,Tianjin,Tibet,Xinjiang,Yunnan,Zhejiang
2021-11-08,1008,1176,610,1314,344,3247,355,159,190,1435,1966,1594,12368,68309,1197,613,1603,951,579,515,77,122,30,701,990,2765,263,1254,16445,509,1,981,1607,1497
2021-11-09,1008,1177,610,1314,344,3248,358,159,190,1440,1970,1603,12369,68309,1197,613,1603,953,580,533,77,122,30,701,993,2768,263,1255,16451,509,1,981,1610,1497
2021-11-10,1008,1179,610,1314,344,3249,359,159,190,1443,1977,1616,12374,68311,1197,613,1603,953,581,554,77,122,30,701,993,2772,263,1255,16456,510,1,981,1618,1497
2021-11-11,1008,1183,610,1315,344,3251,360,159,190,1445,1984,1628,12377,68311,1197,614,1603,954,581,606,77,122,30,701,993,2778,263,1255,16465,510,1,981,1624,1498
2021-11-12,1008,1185,610,1316,344,3252,361,159,190,1449,1986,1629,12378,68311,1197,618,1603,957,581,646,77,122,30,701,993,2782,263,1256,16475,513,1,981,1631,1499
2021-11-13,1008,1185,610,1316,344,3253,362,159,190,1452,1988,1629,12380,68311,1197,618,1603,959,581,707,77,122,30,701,995,2787,263,1259,16479,518,1,981,1635,1499
2021-11-14,1008,1185,610,1318,344,3257,362,159,190,1453,1990,1632,12381,68311,1197,618,1603,959,581,732,77,122,30,702,998,2792,264,1259,16487,518,1,981,1640,1499
2021-11-15,1008,1186,610,1318,344,3259,362,159,190,1453,1992,1632,12387,68311,1197,618,1603,959,581,739,77,122,30,702,998,2794,264,1260,16496,518,1,981,1646,1500
2021-11-16,1008,1187,610,1318,344,3260,362,159,190,1453,1992,1632,12388,68311,1197,618,1617,959,581,747,77,122,30,703,998,2795,264,1260,16498,519,1,981,1650,1500
2021-11-17,1008,1190,610,1318,344,3264,366,159,190,1453,1992,1633,12391,68311,1197,618,1617,959,581,752,77,122,30,703,998,2801,264,1262,16503,527,1,981,1652,1500
2021-11-18,1008,1190,610,1318,344,3267,367,159,190,1453,1992,1634,12395,68311,1197,618,1617,959,581,760,77,122,30,703,1000,2808,264,1263,16506,527,1,981,1653,1500
2021-11-19,1008,1190,610,1319,344,3269,372,159,190,1453,1992,1634,12396,68311,1197,618,1617,959,582,762,77,122,30,703,1004,2814,264,1263,16516,527,1,981,1655,1500
2021-11-20,1008,1191,610,1319,344,3272,373,159,190,1453,1992,1634,12399,68311,1197,618,1619,959,582,765,77,122,30,703,1004,2817,264,1263,16520,528,1,981,1658,1500
2021-11-21,1008,1191,610,1319,344,3274,379,159,190,1453,1992,1636,12401,68311,1197,618,1619,959,582,771,77,122,30,704,1011,2822,264,1265,16529,528,1,981,1664,1501
2021-11-22,1008,1191,610,1319,344,3279,381,159,190,1453,1992,1636,12404,68311,1197,618,1619,959,582,775,77,122,30,705,1011,2824,264,1266,16532,528,1,981,1668,1501
2021-11-23,1008,1191,610,1319,344,3281,386,159,190,1453,1992,1636,12410,68311,1197,618,1619,959,582,778,77,122,30,705,1011,2829,264,1268,16539,528,1,981,1673,1501
2021-11-24,1008,1191,610,1320,344,3285,390,159,190,1453,1992,1636,12411,68311,1197,618,1619,959,583,778,77,122,30,707,1013,2833,264,1269,16544,528,1,981,1678,1501
2021-11-25,1008,1191,610,1320,344,3291,391,159,190,1453,1992,1636,12417,68311,1197,618,1619,959,583,779,77,122,30,707,1013,2837,264,1269,16554,529,1,981,1678,1501
2021-11-26,1008,1191,610,1320,344,3294,393,159,190,1453,1992,1637,12421,68311,1199,618,1619,959,583,783,77,122,30,707,1015,2842,264,1269,16566,530,1,981,1683,1501
2021-11-27,1008,1191,610,1320,344,3297,395,159,190,1453,1992,1637,12424,68311,1199,618,1619,959,583,784,77,122,30,707,1017,2847,264,1271,16578,530,1,981,1691,1501
2021-11-28,1008,1191,610,1320,344,3301,396,159,190,1453,1992,1637,12427,68311,1199,638,1619,959,583,784,77,122,30,707,1020,2853,265,1271,16588,530,1,981,1697,1501
2021-11-29,1008,1191,610,1321,344,3310,400,159,190,1453,1992,1637,12430,68311,1199,659,1619,959,583,784,77,122,30,707,1021,2853,265,1271,16596,531,1,981,1699,1501
2021-11-30,1008,1191,610,1322,344,3314,401,159,190,1453,1992,1637,12436,68311,1199,750,1619,959,583,784,77,122,30,707,1021,2856,265,1276,16601,531,1,981,1707,1501
2021-12-01,1008,1191,610,1322,344,3315,409,159,190,1453,1992,1637,12439,68311,1199,803,1619,959,585,784,77,122,30,708,1021,2859,265,1277,16609,532,1,981,1710,1501
2021-12-02,1008,1194,610,1322,344,3318,413,159,190,1453,2002,1637,12445,68311,1199,859,1619,959,585,784,77,122,30,709,1021,2867,265,1277,16626,533,1,981,1720,1501
2021-12-03,1008,1194,610,1322,344,3322,416,159,190,1457,2007,1637,12448,68311,1199,920,1619,959,585,784,77,122,30,709,1021,2873,265,1277,16637,533,1,981,1727,1501
2021-12-04,1008,1194,610,1322,344,3323,417,159,190,1457,2017,1637,12452,68311,1199,950,1619,959,585,786,77,122,30,709,1021,2877,265,1277,16648,535,1,981,1736,1501
2021-12-05,1008,1194,610,1323,344,3324,426,159,190,1458,2024,1637,12461,68311,1199,978,1619,959,585,786,77,122,30,711,1022,2882,265,1277,16652,535,1,981,1742,1501
2021-12-06,1008,1195,610,1323,344,3327,439,159,190,1458,2026,1637,12466,68311,1199,1033,1619,959,585,786,77,122,30,712,1023,2887,265,1282,16662,535,1,981,1749,1502
2021-12-07,1008,1195,610,1326,344,3330,447,159,190,1458,2027,1637,12471,68311,1199,1067,1619,959,585,786,77,122,30,713,1023,2896,265,1285,16683,536,1,981,1752,1510
2021-12-08,1008,1195,610,1327,344,3333,456,159,190,1458,2031,1637,12471,68315,1199,1109,1620,959,585,786,77,122,30,714,1023,2898,265,1285,16688,537,1,981,1755,1522
2021-12-09,1008,1196,610,1330,344,3333,463,159,190,1458,2033,1637,12478,68315,1199,1133,1620,959,585,787,77,122,30,717,1026,2899,265,1291,16704,537,1,981,1761,1528
2021-12-10,1008,1196,610,1330,344,3333,478,159,190,1458,2033,1637,12482,68315,1199,1148,1620,959,585,787,77,122,30,719,1033,2905,265,1296,16721,537,1,981,1763,1563
2021-12-11,1008,1196,610,1331,344,3334,486,159,190,1458,2034,1637,12483,68315,1199,1158,1620,959,585,788,77,122,30,720,1035,2913,265,1298,16731,537,1,981,1765,1601
2021-12-12,1008,1198,610,1331,344,3339,490,159,190,1458,2034,1637,12488,68315,1199,1163,1621,959,586,788,77,122,30,721,1035,2918,265,1298,16737,537,1,981,1767,1676
2021-12-13,1008,1198,610,1333,344,3343,497,159,190,1458,2035,1638,12490,68315,1200,1168,1621,959,586,788,77,122,30,722,1035,2924,265,1298,16742,537,1,981,1770,1721
2021-12-14,1008,1198,610,1333,344,3347,499,159,190,1458,2035,1638,12495,68315,1200,1171,1621,959,587,788,77,122,30,728,1036,2927,265,1298,16752,537,1,981,1773,1767
2021-12-15,1009,1198,610,1336,344,3353,499,159,190,1458,2035,1638,12496,68316,1200,1173,1621,959,587,788,77,122,30,731,1036,2929,265,1298,16759,537,1,981,1774,1823
2021-12-16,1009,1199,610,1336,344,3359,506,159,190,1458,2035,1638,12506,68316,1200,1177,1621,959,587,788,77,122,30,736,1036,2932,265,1299,16771,537,1,981,1779,1867
2021-12-17,1009,1200,610,1336,344,3366,516,159,190,1458,2035,1638,12513,68316,1202,1178,1621,959,588,788,77,122,30,738,1036,2945,265,1299,16786,539,1,981,1780,1944
2021-12-18,1009,1200,610,1340,347,3374,523,159,190,1458,2035,1638,12518,68316,1202,1178,1621,959,588,791,77,122,30,753,1037,2959,265,1300,16799,540,1,981,1783,1975
2021-12-19,1009,1204,610,1340,354,3384,537,159,190,1458,2035,1638,12526,68316,1203,1185,1622,959,588,792,77,122,30,778,1037,2975,265,1301,16805,541,1,981,1785,1987
2021-12-20,1009,1205,610,1345,354,3394,540,159,190,1458,2035,1638,12533,68316,1203,1185,1622,959,588,792,77,122,30,778,1037,2980,265,1302,16816,542,1,981,1785,1998
2021-12-21,1009,1205,610,1345,354,3399,547,159,190,1458,2035,1638,12541,68316,1203,1185,1622,959,588,792,77,122,30,875,1037,2985,265,1302,16826,545,1,981,1789,1999
2021-12-22,1009,1205,610,1346,354,3408,554,159,190,1458,2035,1640,12548,68316,1203,1185,1624,959,589,792,77,122,30,938,1037,2996,265,1302,16840,545,1,981,1790,2001
2021-12-23,1009,1205,610,1346,356,3413,558,159,190,1458,2035,1640,12550,68316,1208,1186,1624,959,589,793,77,122,30,992,1037,3004,265,1305,16853,545,1,981,1793,2002
2021-12-24,1009,1205,610,1347,356,3419,568,159,190,1458,2035,1640,12555,68316,1212,1186,1624,959,589,793,77,122,30,1078,1038,3019,265,1306,16873,554,1,981,1799,2003
2021-12-25,1009,1206,610,1350,356,3421,575,159,190,1458,2035,1640,12580,68316,1214,1186,1624,959,589,793,77,122,30,1078,1038,3037,265,1306,16891,562,1,981,1803,2004
2021-12-26,1009,1208,610,1350,356,3427,593,159,190,1458,2035,1641,12589,68316,1216,1186,1624,959,589,793,77,122,30,1239,1038,3048,265,1309,16915,564,1,981,1803,2006
2021-12-27,1009,1208,611,1352,356,3429,599,159,190,1458,2035,1641,12598,68316,1216,1186,1624,959,589,793,78,122,30,1573,1040,3056,265,1309,16931,565,1,981,1806,2008
2021-12-28,1009,1208,611,1354,356,3433,605,159,190,1458,2035,1641,12604,68316,1216,1186,1625,959,589,793,78,122,30,1725,1041,3067,265,1315,16950,572,1,981,1809,2012
2021-12-29,1009,1209,611,1358,356,3443,610,159,190,1458,2035,1641,12618,68317,1216,1186,1625,959,589,793,78,122,30,1881,1042,3084,265,1316,16964,576,1,981,1813,2015
2021-12-30,1009,1209,611,1359,356,3446,613,159,190,1458,2035,1641,12630,68317,1218,1186,1625,959,589,794,79,122,30,2046,1042,3093,266,1319,16988,580,1,981,1815,2016
2021-12-31,1009,1211,611,1363,356,3457,622,160,190,1458,2035,1641,12649,68317,1222,1186,1625,959,589,795,79,122,30,2219,1043,3103,266,1321,17029,589,1,981,1817,2016
2022-01-01,1009,1211,611,1372,356,3467,630,160,190,1458,2035,1642,12667,68317,1222,1186,1625,959,589,796,79,122,30,2342,1045,3121,266,1325,17050,594,1,981,1818,2025
2022-01-02,1009,1215,611,1372,356,3467,637,160,190,1458,2035,1642,12693,68317,1222,1186,1625,959,589,796,79,122,30,2342,1046,3147,266,1326,17070,596,1,981,1820,2038
2022-01-03,1009,1215,611,1383,356,3486,641,160,190,1458,2035,1650,12722,68317,1223,1191,1626,959,589,796,79,122,30,2530,1047,3176,266,1329,17095,597,1,981,1823,2044
2022-01-04,1009,1216,611,1390,356,3493,650,160,190,1458,2035,1654,12761,68319,1223,1191,1626,959,589,796,79,122,30,2566,1048,3193,266,1329,17129,602,1,981,1823,2046
2022-01-05,1009,1216,611,1396,356,3503,652,160,190,1458,2035,1719,12799,68319,1223,1191,1627,959,590,796,79,122,30,2629,1049,3213,266,1331,17155,606,1,981,1825,2058
2022-01-06,1009,1217,611,1397,356,3512,656,160,190,1458,2035,1777,12832,68320,1225,1191,1627,959,590,798,79,122,30,2686,1049,3237,266,1332,17198,615,1,981,1826,2062
2022-01-07,1009,1217,611,1401,356,3521,662,160,190,1458,2035,1821,12865,68320,1228,1191,1627,959,590,799,79,122,30,2732,1049,3269,266,1333,17258,621,1,981,1829,2066
2022-01-08,1009,1218,611,1410,356,3530,665,160,190,1458,2035,1880,12902,68320,1228,1191,1627,959,590,800,79,122,30,2762,1050,3299,266,1341,17302,625,1,981,1830,2075
2022-01-09,1009,1218,611,1415,356,3539,668,160,190,1458,2035,1941,12935,68320,1229,1191,1627,959,590,802,79,122,30,2777,1050,3325,266,1342,17362,650,1,981,1836,2078
2022-01-10,1009,1219,611,1425,356,3557,673,160,190,1458,2035,2029,12959,68320,1229,1191,1628,959,590,802,79,122,30,2790,1050,3352,266,1344,17394,668,1,981,1838,2085
2022-01-11,1009,1221,611,1429,356,3584,675,160,190,1458,2035,2147,12980,68320,1229,1191,1629,959,590,802,79,122,30,2798,1050,3372,266,1345,17463,705,1,981,1838,2086
2022-01-12,1009,1222,611,1434,356,3602,677,160,190,1458,2035,2223,13002,68320,1229,1191,1629,959,590,802,79,122,30,2804,1050,3403,266,1345,17559,752,1,981,1838,2090
2022-01-13,1009,1223,611,1437,356,3612,681,160,190,1458,2035,2321,13016,68320,1229,1191,1629,959,590,805,79,122,30,2812,1050,3435,266,1347,17624,789,1,981,1838,2093
2022-01-14,1009,1223,611,1440,356,3625,681,160,190,1458,2035,2373,13025,68320,1229,1191,1629,959,590,806,79,122,30,2816,1053,3478,266,1347,17692,830,1,981,1840,2096
