,Anhui,Beijing,Chongqing,Fujian,Gansu,Guangdong,Guangxi,Guizhou,Hainan,Hebei,Heilongjiang,Henan,Hong Kong,Hubei,Hunan,Inner Mongolia,Jiangsu,Jiangxi,Jilin,Liaoning,Macau,Ningxia,Qinghai,Shaanxi,Shandong,Shanghai,Shanxi,Sichuan,Taiwan,Tianjin,Tibet,Xinjiang,Yunnan,Zhejiang
2020-01-22,1,14,6,1,0,26,2,1,4,1,0,5,0,444,4,0,1,2,0,2,1,1,0,0,2,9,1,5,1,4,0,0,1,10
2020-01-23,9,22,9,5,2,32,5,3,5,1,2,5,2,444,9,0,5,7,1,3,2,1,0,3,6,16,1,8,1,4,0,2,2,27
2020-01-24,15,36,27,10,2,53,23,3,8,2,4,9,2,549,24,1,9,18,3,4,2,2,0,5,15,20,1,15,3,8,0,2,5,43
2020-01-25,39,41,57,18,4,78,23,4,19,8,9,32,5,761,43,7,18,18,4,17,2,3,1,15,27,33,6,28,3,10,0,3,11,62
2020-01-26,60,68,75,35,7,111,36,5,22,13,15,83,8,1058,69,7,33,36,4,21,5,4,1,22,46,40,9,44,4,14,0,4,16,104
2020-01-27,70,80,110,59,14,151,46,7,33,18,21,128,8,1423,100,11,47,72,6,27,6,7,6,35,75,53,13,69,5,23,0,5,26,128
2020-01-28,106,91,132,80,19,207,51,9,40,33,33,168,8,3554,143,15,70,109,8,34,7,11,6,46,95,66,27,90,8,24,0,10,44,173
2020-01-29,152,111,147,84,24,277,58,9,43,48,38,206,10,3554,221,16,99,109,9,39,7,12,6,56,130,96,27,108,8,27,0,13,55,296
2020-01-30,200,114,182,101,26,354,78,12,46,65,44,278,10,4903,277,19,129,162,14,41,7,17,8,63,158,112,35,142,9,31,1,14,70,428
2020-01-31,237,139,211,120,29,436,87,29,52,82,59,352,12,5806,332,20,168,240,14,48,7,21,8,87,184,135,39,177,10,32,1,17,83,538
2020-02-01,297,168,247,144,40,535,100,29,62,96,80,422,13,7153,389,23,202,286,17,64,7,26,9,101,206,169,47,207,10,41,1,18,93,599
2020-02-02,340,191,300,159,51,632,111,38,64,104,95,493,15,11177,463,27,236,333,23,70,8,28,11,116,230,182,66,231,10,48,1,21,105,661
2020-02-03,408,212,337,179,55,725,127,46,72,113,121,566,15,13522,521,34,271,391,31,74,8,31,13,128,259,203,74,254,10,60,1,24,117,724
2020-02-04,480,228,366,194,57,813,139,58,80,126,155,675,17,16678,593,35,308,476,42,81,10,34,15,142,275,219,81,282,11,67,1,29,122,829
2020-02-05,530,253,389,205,62,895,150,64,99,135,190,764,21,19665,661,42,341,548,54,89,10,34,17,165,307,243,81,301,11,69,1,32,128,895
2020-02-06,591,274,411,215,62,970,168,71,106,157,227,851,24,22112,711,46,373,600,59,94,10,40,18,173,347,257,96,321,16,79,1,36,133,954
2020-02-07,665,297,426,224,67,1034,172,81,117,172,277,914,25,24953,772,50,408,661,65,99,10,43,18,184,386,277,104,344,16,81,1,39,138,1006
2020-02-08,733,315,428,239,79,1095,183,89,124,195,295,981,26,27100,803,52,439,698,69,105,10,45,18,195,416,286,115,364,17,88,1,42,138,1048
2020-02-09,779,326,468,250,83,1131,195,99,131,206,307,1033,29,29631,838,54,468,740,78,107,10,45,18,208,444,293,119,386,18,91,1,45,141,1075
2020-02-10,830,337,486,261,83,1159,210,109,138,218,331,1073,38,31728,879,58,492,771,80,108,10,49,18,213,466,299,119,405,18,95,1,49,149,1092
2020-02-11,860,342,505,267,86,1177,215,127,144,239,360,1105,49,33366,912,58,515,804,81,111,10,53,18,219,487,303,124,417,18,106,1,55,153,1117
2020-02-12,889,352,518,272,87,1219,222,133,157,251,378,1135,50,33366,946,60,543,844,83,116,10,58,18,225,497,311,126,436,18,112,1,59,154,1131
2020-02-13,910,366,529,279,90,1241,222,135,157,265,395,1169,53,48206,968,61,570,872,84,117,10,64,18,229,509,315,126,451,18,119,1,63,156,1145
2020-02-14,934,372,537,281,90,1261,226,140,159,283,419,1184,56,54406,988,65,593,900,86,119,10,67,18,230,523,318,127,463,18,120,1,65,162,1155
2020-02-15,950,375,544,285,90,1294,235,143,162,291,425,1212,56,56249,1001,68,604,913,88,119,10,70,18,232,532,326,128,470,18,122,1,70,168,1162
2020-02-16,962,380,551,287,90,1316,237,144,162,300,445,1231,57,58182,1004,70,617,925,89,121,10,70,18,236,537,328,129,481,20,124,1,71,171,1167
2020-02-17,973,381,553,290,91,1322,238,146,163,301,457,1246,60,59989,1006,72,626,930,89,121,10,70,18,240,541,333,130,495,22,125,1,75,171,1171
2020-02-18,982,387,555,292,91,1328,242,146,163,306,464,1257,62,61682,1007,73,629,933,89,121,10,70,18,240,543,333,131,508,22,128,1,76,172,1172
2020-02-19,986,393,560,293,91,1331,244,146,168,306,470,1262,63,62031,1008,75,631,934,90,121,10,71,18,242,544,333,131,514,23,130,1,76,172,1174
2020-02-20,987,395,567,293,91,1332,245,146,168,307,476,1265,68,62442,1010,75,631,934,91,121,10,71,18,245,546,334,132,520,24,131,1,76,174,1175
2020-02-21,988,396,572,293,91,1333,246,146,168,308,479,1267,68,62662,1011,75,631,934,91,121,10,71,18,245,749,334,132,525,26,132,1,76,174,1203
2020-02-22,989,399,573,293,91,1339,249,146,168,309,479,1270,69,64084,1013,75,631,934,91,121,10,71,18,245,750,335,132,526,26,135,1,76,174,1205
2020-02-23,989,399,575,293,91,1342,249,146,168,311,480,1271,74,64084,1016,75,631,934,91,121,10,71,18,245,754,335,132,526,28,135,1,76,174,1205
2020-02-24,989,399,576,293,91,1345,251,146,168,311,480,1271,79,64287,1016,75,631,934,93,121,10,71,18,245,755,335,133,527,30,135,1,76,174,1205
2020-02-25,989,400,576,294,91,1347,252,146,168,311,480,1271,84,64786,1016,75,631,934,93,121,10,71,18,245,756,336,133,529,31,135,1,76,174,1205
2020-02-26,989,400,576,294,91,1347,252,146,168,312,480,1271,91,65187,1016,75,631,934,93,121,10,71,18,245,756,337,133,531,32,135,1,76,174,1205
2020-02-27,989,410,576,296,91,1347,252,146,168,317,480,1272,92,65596,1017,75,631,934,93,121,10,72,18,245,756,337,133,534,32,136,1,76,174,1205
2020-02-28,990,410,576,296,91,1348,252,146,168,318,480,1272,94,65914,1017,75,631,935,93,121,10,72,18,245,756,337,133,538,34,136,1,76,174,1205
2020-02-29,990,411,576,296,91,1349,252,146,168,318,480,1272,95,66337,1018,75,631,935,93,121,10,73,18,245,756,337,133,538,39,136,1,76,174,1205
2020-03-01,990,413,576,296,91,1349,252,146,168,318,480,1272,96,66907,1018,75,631,935,93,122,10,73,18,245,758,337,133,538,40,136,1,76,174,1205
2020-03-02,990,414,576,296,91,1350,252,146,168,318,480,1272,100,67103,1018,75,631,935,93,122,10,74,18,245,758,337,133,538,41,136,1,76,174,1206
2020-03-03,990,414,576,296,91,1350,252,146,168,318,480,1272,100,67217,1018,75,631,935,93,125,10,74,18,245,758,338,133,538,42,136,1,76,174,1213
2020-03-04,990,418,576,296,91,1350,252,146,168,318,480,1272,105,67332,1018,75,631,935,93,125,10,75,18,245,758,338,133,538,42,136,1,76,174,1213
2020-03-05,990,418,576,296,102,1351,252,146,168,318,481,1272,105,67466,1018,75,631,935,93,125,10,75,18,245,758,339,133,539,44,136,1,76,174,1215
2020-03-06,990,422,576,296,119,1352,252,146,168,318,481,1272,107,67592,1018,75,631,935,93,125,10,75,18,245,758,342,133,539,45,136,1,76,174,1215
2020-03-07,990,426,576,296,120,1352,252,146,168,318,481,1272,108,67666,1018,75,631,935,93,125,10,75,18,245,758,342,133,539,45,136,1,76,174,1215
2020-03-08,990,428,576,296,124,1352,252,146,168,318,481,1272,114,67707,1018,75,631,935,93,125,10,75,18,245,758,342,133,539,45,136,1,76,174,1215
2020-03-09,990,428,576,296,124,1352,252,146,168,318,481,1272,115,67743,1018,75,631,935,93,125,10,75,18,245,758,342,133,539,45,136,1,76,174,1215
2020-03-10,990,429,576,296,125,1353,252,146,168,318,481,1272,120,67760,1018,75,631,935,93,125,10,75,18,245,758,344,133,539,47,136,1,76,174,1215
2020-03-11,990,435,576,296,127,1356,252,146,168,318,482,1273,126,67773,1018,75,631,935,93,125,10,75,18,245,760,344,133,539,48,136,1,76,174,1215
2020-03-12,990,435,576,296,127,1356,252,146,168,318,482,1273,129,67781,1018,75,631,935,93,125,10,75,18,245,760,344,133,539,49,136,1,76,174,1215
2020-03-13,990,436,576,296,127,1356,252,146,168,318,482,1273,134,67786,1018,75,631,935,93,125,10,75,18,245,760,346,133,539,50,136,1,76,174,1215
2020-03-14,990,437,576,296,129,1356,252,146,168,318,482,1273,140,67790,1018,75,631,935,93,125,10,75,18,245,760,353,133,539,53,136,1,76,174,1227
2020-03-15,990,442,576,296,133,1360,252,146,168,318,482,1273,145,67794,1018,75,631,935,93,125,10,75,18,245,760,353,133,539,59,136,1,76,174,1231
2020-03-16,990,452,576,296,133,1361,252,146,168,318,482,1273,155,67798,1018,75,631,935,93,125,11,75,18,245,760,355,133,539,67,136,1,76,176,1231
2020-03-17,990,456,576,296,133,1364,253,147,168,318,482,1273,162,67799,1018,75,631,935,93,125,12,75,18,246,761,358,133,540,77,136,1,76,176,1232
2020-03-18,990,469,576,296,133,1370,253,146,168,318,482,1273,181,67800,1018,75,631,935,93,125,15,75,18,246,761,361,133,540,100,136,1,76,176,1232
2020-03-19,990,480,576,296,134,1378,253,146,168,318,483,1273,208,67800,1018,75,631,935,93,125,17,75,18,246,761,363,133,540,108,137,1,76,176,1233
2020-03-20,990,491,576,299,134,1395,254,146,168,318,484,1273,256,67800,1018,75,631,935,93,126,17,75,18,247,762,371,133,541,135,137,1,76,176,1234
2020-03-21,990,504,576,303,134,1400,254,146,168,318,484,1273,273,67800,1018,75,631,935,93,126,18,75,18,248,764,380,133,542,153,137,1,76,176,1236
2020-03-22,990,522,577,313,136,1413,254,146,168,319,484,1274,317,67800,1018,75,633,936,93,127,24,75,18,248,767,404,133,543,169,137,1,76,176,1238
2020-03-23,990,537,578,313,136,1415,254,146,168,319,484,1274,351,67800,1018,75,633,936,93,127,24,75,18,248,768,404,134,543,195,141,1,76,176,1238
2020-03-24,990,558,578,318,136,1428,254,146,168,319,484,1274,382,67801,1018,75,636,936,93,127,25,75,18,249,768,414,134,545,215,145,1,76,176,1240
2020-03-25,990,561,578,322,136,1433,254,146,168,319,484,1274,407,67801,1018,77,638,936,94,127,30,75,18,250,769,433,134,547,235,145,1,76,176,1241
2020-03-26,990,566,578,328,136,1448,254,146,168,319,484,1275,452,67801,1018,89,640,936,95,128,31,75,18,253,771,451,135,547,252,151,1,76,178,1243
2020-03-27,990,569,578,331,136,1456,254,146,168,319,484,1275,494,67801,1018,92,641,936,95,128,33,75,18,253,772,468,135,548,267,155,1,76,180,1247
2020-03-28,990,573,578,337,136,1467,254,146,168,319,484,1275,526,67801,1018,94,641,936,97,132,37,75,18,253,772,485,135,548,283,161,1,76,180,1251
2020-03-29,990,577,579,338,138,1475,254,146,168,319,484,1276,577,67801,1018,95,644,937,98,134,37,75,18,253,772,492,136,550,298,166,1,76,180,1254
2020-03-30,990,577,579,340,138,1484,254,146,168,321,484,1276,623,67801,1018,97,645,937,98,136,38,75,18,253,773,498,136,550,306,174,1,76,180,1255
2020-03-31,990,580,579,343,138,1494,254,146,168,321,484,1276,680,67801,1018,107,646,937,98,139,41,75,18,253,774,509,136,550,322,174,1,76,182,1257
2020-04-01,990,580,579,345,138,1501,254,146,168,323,484,1276,737,67802,1018,111,646,937,98,140,41,75,18,255,774,516,137,552,329,176,1,76,182,1257
2020-04-02,990,582,579,345,138,1507,254,146,168,325,488,1276,784,67802,1019,117,647,937,98,141,41,75,18,255,775,522,137,554,339,176,1,76,183,1258
2020-04-03,990,584,579,349,138,1514,254,146,168,326,489,1276,831,67802,1019,117,651,937,98,141,43,75,18,255,778,526,137,555,348,180,1,76,184,1260
2020-04-04,990,585,579,350,138,1516,254,146,168,326,491,1276,853,67803,1019,117,651,937,98,141,43,75,18,256,778,529,137,557,355,180,1,76,184,1262
2020-04-05,990,586,579,350,138,1524,254,146,168,327,504,1276,882,67803,1019,117,651,937,98,142,44,75,18,256,779,531,138,558,363,180,1,76,184,1263
2020-04-06,990,587,579,350,139,1532,254,146,168,327,524,1276,914,67803,1019,118,651,937,98,142,44,75,18,256,780,536,138,559,373,180,1,76,184,1264
2020-04-07,990,587,579,351,139,1533,254,146,168,327,544,1276,935,67803,1019,121,651,937,98,144,44,75,18,256,781,538,138,560,376,180,1,76,184,1265
2020-04-08,990,588,579,351,139,1536,254,146,168,327,569,1276,960,67803,1019,124,651,937,98,144,45,75,18,256,783,543,163,560,379,180,1,76,184,1266
2020-04-09,991,588,579,351,139,1539,254,146,168,327,609,1276,973,67803,1019,126,651,937,98,144,45,75,18,256,783,552,166,560,380,182,1,76,184,1267
2020-04-10,991,588,579,351,139,1544,254,146,168,327,638,1276,989,67803,1019,128,651,937,98,144,45,75,18,256,783,555,168,560,382,183,1,76,184,1267
2020-04-11,991,589,579,351,139,1548,254,146,168,327,661,1276,1000,67803,1019,155,652,937,98,145,45,75,18,256,784,555,172,560,385,183,1,76,184,1267
2020-04-12,991,589,579,352,139,1552,254,146,168,327,684,1276,1004,67803,1019,189,653,937,99,145,45,75,18,256,784,607,172,560,388,183,1,76,184,1267
2020-04-13,991,589,579,352,139,1555,254,146,168,327,740,1276,1009,67803,1019,190,653,937,100,145,45,75,18,256,784,618,173,560,393,184,1,76,184,1267
2020-04-14,991,589,579,353,139,1564,254,146,168,327,819,1276,1012,67803,1019,190,653,937,100,145,45,75,18,256,784,618,173,560,393,185,1,76,184,1267
2020-04-15,991,590,579,353,139,1566,254,146,168,327,841,1276,1016,67803,1019,190,653,937,102,145,45,75,18,256,784,622,186,560,395,185,1,76,184,1268
2020-04-16,991,593,579,353,139,1571,254,146,168,328,861,1276,1017,67803,1019,193,653,937,102,145,45,75,18,256,784,628,194,560,395,186,1,76,184,1268
2020-04-17,991,593,579,354,139,1577,254,146,168,328,872,1276,1021,68128,1019,193,653,937,102,146,45,75,18,256,787,628,197,560,395,189,1,76,184,1268
2020-04-18,991,593,579,355,139,1579,254,146,168,328,892,1276,1023,68128,1019,193,653,937,102,146,45,75,18,256,787,628,197,561,398,189,1,76,184,1268
2020-04-19,991,593,579,355,139,1580,254,147,168,328,898,1276,1025,68128,1019,193,653,937,104,146,45,75,18,256,787,635,197,561,420,189,1,76,184,1268
2020-04-20,991,593,579,355,139,1581,254,147,168,328,905,1276,1025,68128,1019,194,653,937,104,146,45,75,18,256,787,638,197,561,422,189,1,76,184,1268
2020-04-21,991,593,579,355,139,1582,254,147,168,328,913,1276,1029,68128,1019,194,653,937,106,146,45,75,18,277,787,638,197,561,425,189,1,76,184,1268
2020-04-22,991,593,579,355,139,1582,254,147,168,328,921,1276,1033,68128,1019,194,653,937,106,146,45,75,18,279,787,639,197,561,426,189,1,76,184,1268
2020-04-23,991,593,579,355,139,1585,254,147,168,328,928,1276,1035,68128,1019,194,653,937,108,146,45,75,18,279,787,641,197,561,427,189,1,76,184,1268
2020-04-24,991,593,579,355,139,1585,254,147,168,328,930,1276,1035,68128,1019,197,653,937,109,146,45,75,18,286,787,641,197,561,428,190,1,76,185,1268
2020-04-25,991,593,579,355,139,1586,254,147,168,328,935,1276,1037,68128,1019,198,653,937,109,146,45,75,18,286,787,642,197,561,429,190,1,76,185,1268
2020-04-26,991,593,579,355,139,1587,254,147,168,328,936,1276,1037,68128,1019,198,653,937,110,146,45,75,18,286,787,642,197,561,429,190,1,76,185,1268
2020-04-27,991,593,579,355,139,1587,254,147,168,328,939,1276,1037,68128,1019,199,653,937,110,146,45,75,18,286,787,644,197,561,429,190,1,76,185,1268
2020-04-28,991,593,579,355,139,1588,254,147,168,328,939,1276,1037,68128,1019,199,653,937,110,146,45,75,18,306,787,645,197,561,429,190,1,76,185,1268
2020-04-29,991,593,579,355,139,1588,254,147,168,328,939,1276,1037,68128,1019,200,653,937,111,146,45,75,18,306,787,647,197,561,429,190,1,76,185,1268
2020-04-30,991,593,579,356,139,1588,254,147,168,328,944,1276,1037,68128,1019,201,653,937,111,146,45,75,18,306,787,652,197,561,429,190,1,76,185,1268
2020-05-01,991,593,579,356,139,1588,254,147,168,328,944,1276,1039,68128,1019,201,653,937,112,146,45,75,18,306,787,652,197,561,429,190,1,76,185,1268
2020-05-02,991,593,579,356,139,1588,254,147,168,328,944,1276,1039,68128,1019,201,653,937,112,146,45,75,18,306,787,652,197,561,432,190,1,76,185,1268
2020-05-03,991,593,579,356,139,1588,254,147,168,328,944,1276,1039,68128,1019,201,653,937,112,146,45,75,18,306,788,655,198,561,436,190,1,76,185,1268
2020-05-04,991,593,579,356,139,1588,254,147,168,328,944,1276,1040,68128,1019,201,653,937,112,146,45,75,18,306,788,656,198,561,438,190,1,76,185,1268
2020-05-05,991,593,579,356,139,1588,254,147,168,328,944,1276,1040,68128,1019,201,653,937,112,146,45,75,18,308,788,656,198,561,438,190,1,76,185,1268
2020-05-06,991,593,579,356,139,1589,254,147,168,328,944,1276,1040,68128,1019,201,653,937,112,146,45,75,18,308,788,657,198,561,439,190,1,76,185,1268
2020-05-07,991,593,579,356,139,1589,254,147,168,328,944,1276,1044,68128,1019,201,653,937,113,146,45,75,18,308,788,657,198,561,440,190,1,76,185,1268
2020-05-08,991,593,579,356,139,1589,254,147,168,328,944,1276,1044,68128,1019,201,653,937,113,146,45,75,18,308,788,657,198,561,440,191,1,76,185,1268
2020-05-09,991,593,579,356,139,1589,254,147,168,328,944,1276,1044,68129,1019,201,653,937,124,146,45,75,18,308,788,659,198,561,440,191,1,76,185,1268
2020-05-10,991,593,579,356,139,1589,254,147,168,328,945,1276,1047,68134,1019,208,653,937,127,147,45,75,18,308,788,659,198,561,440,191,1,76,185,1268
2020-05-11,991,593,579,356,139,1589,254,147,168,328,945,1276,1047,68134,1019,209,653,937,127,147,45,75,18,308,788,659,198,561,440,191,1,76,185,1268
2020-05-12,991,593,579,356,139,1589,254,147,168,328,945,1276,1047,68134,1019,209,653,937,133,147,45,75,18,308,788,660,198,561,440,191,1,76,185,1268
2020-05-13,991,593,579,356,139,1589,254,147,168,328,945,1276,1050,68134,1019,209,653,937,134,149,45,75,18,308,788,660,198,561,440,191,1,76,185,1268
2020-05-14,991,593,579,356,139,1589,254,147,168,328,945,1276,1051,68134,1019,209,653,937,138,149,45,75,18,308,788,660,198,561,440,191,1,76,185,1268
2020-05-15,991,593,579,356,139,1589,254,147,169,328,945,1276,1052,68134,1019,209,653,937,140,149,45,75,18,308,788,665,198,561,440,191,1,76,185,1268
2020-05-16,991,593,579,356,139,1590,254,147,169,328,945,1276,1052,68134,1019,209,653,937,144,149,45,75,18,308,788,665,198,561,440,192,1,76,185,1268
2020-05-17,991,593,579,356,139,1590,254,147,169,328,945,1276,1055,68134,1019,213,653,937,146,149,45,75,18,308,788,666,198,561,440,192,1,76,185,1268
2020-05-18,991,593,579,356,139,1590,254,147,169,328,945,1276,1055,68135,1019,216,653,937,151,149,45,75,18,308,788,666,198,561,440,192,1,76,185,1268
2020-05-19,991,593,579,356,139,1590,254,147,169,328,945,1276,1055,68135,1019,216,653,937,151,149,45,75,18,308,788,666,198,561,440,192,1,76,185,1268
2020-05-20,991,593,579,356,139,1590,254,147,169,328,945,1276,1055,68135,1019,216,653,937,151,149,45,75,18,308,788,666,198,561,440,192,1,76,185,1268
2020-05-21,991,593,579,356,139,1590,254,147,169,328,945,1276,1063,68135,1019,216,653,937,151,149,45,75,18,308,788,666,198,561,440,192,1,76,185,1268
2020-05-22,991,593,579,356,139,1591,254,147,169,328,945,1276,1065,68135,1019,217,653,937,154,149,45,75,18,308,788,667,198,563,441,192,1,76,185,1268
2020-05-23,991,593,579,356,139,1592,254,147,169,328,945,1276,1065,68135,1019,217,653,937,155,149,45,75,18,308,788,668,198,563,441,192,1,76,185,1268
2020-05-24,991,593,579,356,139,1592,254,147,169,328,945,1276,1065,68135,1019,227,653,937,155,149,45,75,18,308,788,668,198,564,441,192,1,76,185,1268
2020-05-25,991,593,579,357,139,1592,254,147,169,328,945,1276,1065,68135,1019,232,653,937,155,149,45,75,18,308,788,669,198,564,441,192,1,76,185,1268
2020-05-26,991,593,579,357,139,1592,254,147,169,328,945,1276,1065,68135,1019,232,653,937,155,149,45,75,18,308,788,670,198,564,441,192,1,76,185,1268
2020-05-27,991,593,579,358,139,1592,254,147,169,328,945,1276,1066,68135,1019,232,653,937,155,149,45,75,18,308,788,671,198,564,441,192,1,76,185,1268
2020-05-28,991,593,579,358,139,1592,254,147,169,328,945,1276,1066,68135,1019,232,653,937,155,149,45,75,18,308,788,671,198,564,441,192,1,76,185,1268
2020-05-29,991,593,579,358,139,1593,254,147,169,328,945,1276,1079,68135,1019,232,653,937,155,149,45,75,18,308,790,672,198,564,442,192,1,76,185,1268
2020-05-30,991,593,579,358,139,1593,254,147,169,328,945,1276,1082,68135,1019,232,653,937,155,149,45,75,18,308,792,672,198,564,442,192,1,76,185,1268
2020-05-31,991,593,579,358,139,1595,254,147,169,328,945,1276,1084,68135,1019,235,653,937,155,149,45,75,18,308,792,672,198,575,442,192,1,76,185,1268
2020-06-01,991,593,579,358,139,1596,254,147,169,328,945,1276,1087,68135,1019,235,653,937,155,149,45,75,18,309,792,673,198,577,443,192,1,76,185,1268
2020-06-02,991,593,579,358,139,1597,254,147,169,328,945,1276,1093,68135,1019,235,653,937,155,149,45,75,18,309,792,673,198,577,443,192,1,76,185,1268
2020-06-03,991,594,579,358,139,1598,254,147,169,328,947,1276,1093,68135,1019,235,653,932,155,149,45,75,18,309,792,673,198,577,443,192,1,76,185,1268
2020-06-04,991,594,579,358,139,1598,254,147,169,328,947,1276,1099,68135,1019,235,653,932,155,149,45,75,18,309,792,677,198,578,443,192,1,76,185,1268
2020-06-05,991,594,579,358,139,1601,254,147,169,328,947,1276,1102,68135,1019,235,653,932,155,149,45,75,18,309,792,677,198,578,443,192,1,76,185,1268
2020-06-06,991,594,579,359,139,1602,254,147,170,328,947,1276,1105,68135,1019,235,653,932,155,149,45,75,18,311,792,677,198,578,443,193,1,76,185,1268
2020-06-07,991,594,579,359,139,1602,254,147,170,328,947,1276,1106,68135,1019,235,653,932,155,149,45,75,18,311,792,678,198,581,443,193,1,76,185,1268
2020-06-08,991,594,579,359,139,1604,254,147,170,328,947,1276,1107,68135,1019,235,653,932,155,149,45,75,18,311,792,678,198,582,443,193,1,76,185,1268
2020-06-09,991,594,579,359,139,1604,254,147,170,328,947,1276,1107,68135,1019,237,653,932,155,149,45,75,18,311,792,678,198,582,443,194,1,76,185,1268
2020-06-10,991,594,579,360,139,1607,254,147,170,328,947,1276,1107,68135,1019,237,653,932,155,149,45,75,18,311,792,684,198,582,443,195,1,76,185,1268
2020-06-11,991,595,579,361,139,1607,254,147,170,328,947,1276,1107,68135,1019,237,653,932,155,149,45,75,18,311,792,689,198,582,443,195,1,76,185,1268
2020-06-12,991,601,579,361,139,1608,254,147,171,328,947,1276,1108,68135,1019,237,653,932,155,149,45,75,18,311,792,690,198,583,443,196,1,76,185,1268
2020-06-13,991,637,580,361,139,1625,254,147,171,328,947,1276,1109,68135,1019,237,653,932,155,151,45,75,18,311,792,691,198,583,443,196,1,76,185,1268
2020-06-14,991,673,582,362,139,1625,254,147,171,331,947,1276,1109,68135,1019,237,653,932,155,151,45,75,18,313,792,692,198,587,443,196,1,76,185,1268
2020-06-15,991,700,582,362,139,1628,254,147,171,335,947,1276,1112,68135,1019,238,653,932,155,152,45,75,18,313,792,695,198,588,445,196,1,76,185,1268
2020-06-16,991,731,582,362,149,1628,254,147,171,336,947,1276,1112,68135,1019,238,653,932,155,152,45,75,18,313,792,695,198,589,445,196,1,76,185,1269
2020-06-17,991,752,582,362,150,1628,254,147,171,338,947,1276,1120,68135,1019,238,653,932,155,152,45,75,18,314,792,697,198,589,445,197,1,76,185,1269
2020-06-18,991,777,582,362,151,1631,254,147,171,340,947,1276,1124,68135,1019,238,653,932,155,153,45,75,18,314,792,697,198,589,446,197,1,76,185,1269
2020-06-19,991,777,582,362,151,1631,254,147,171,340,947,1276,1127,68135,1019,238,653,932,155,153,45,75,18,314,792,697,198,589,446,197,1,76,185,1269
2020-06-20,991,821,582,363,151,1634,254,147,171,344,947,1276,1128,68135,1019,238,653,932,155,153,45,75,18,316,792,698,198,589,446,197,1,76,185,1269
2020-06-21,991,830,582,363,151,1634,254,147,171,346,947,1276,1131,68135,1019,238,653,932,155,154,45,75,18,317,792,701,198,589,446,197,1,76,185,1269
2020-06-22,991,843,582,363,158,1634,254,147,171,346,947,1276,1161,68135,1019,238,654,932,155,154,45,75,18,317,792,701,198,589,446,198,1,76,185,1269
2020-06-23,991,850,582,363,158,1634,254,147,171,348,947,1276,1177,68135,1019,238,654,932,155,154,45,75,18,319,792,703,198,589,446,198,1,76,185,1269
2020-06-24,991,863,582,363,161,1635,254,147,171,349,947,1276,1179,68135,1019,238,654,932,155,154,45,75,18,319,792,703,198,589,446,198,1,76,185,1269
2020-06-25,991,874,582,363,161,1635,254,147,171,349,947,1276,1193,68135,1019,238,654,932,155,154,46,75,18,319,792,705,198,589,447,198,1,76,185,1269
2020-06-26,991,891,582,363,162,1637,254,147,171,349,947,1276,1196,68135,1019,238,654,932,155,154,46,75,18,319,792,706,198,589,447,198,1,76,185,1269
2020-06-27,991,905,582,363,163,1637,254,147,171,349,947,1276,1197,68135,1019,238,654,932,155,154,46,75,18,320,792,707,198,589,447,198,1,76,185,1269
2020-06-28,991,912,582,363,163,1637,254,147,171,349,947,1276,1199,68135,1019,238,654,932,155,155,46,75,18,320,792,708,198,592,447,198,1,76,185,1269
2020-06-29,991,919,582,363,164,1641,254,147,171,349,947,1276,1203,68135,1019,238,654,932,155,155,46,75,18,320,792,712,198,595,447,198,1,76,185,1269
2020-06-30,991,922,582,363,164,1641,254,147,171,349,947,1276,1205,68135,1019,238,654,932,155,155,46,75,18,320,792,712,198,595,447,198,1,76,185,1269
2020-07-01,991,923,582,363,164,1642,254,147,171,349,947,1276,1233,68135,1019,238,654,932,155,155,46,75,18,320,792,713,198,595,447,198,1,76,185,1269
2020-07-02,991,925,582,363,164,1642,254,147,171,349,947,1276,1242,68135,1019,238,654,932,155,156,46,75,18,320,792,714,198,595,448,198,1,76,186,1269
2020-07-03,991,926,582,363,164,1643,254,147,171,349,947,1276,1247,68135,1019,238,654,932,155,156,46,75,18,320,792,715,198,595,449,198,1,76,186,1269
2020-07-04,991,928,582,363,167,1643,254,147,171,349,947,1276,1258,68135,1019,238,654,932,155,156,46,75,18,320,792,716,198,596,449,199,1,76,186,1269
2020-07-05,991,929,582,363,167,1643,254,147,171,349,947,1276,1268,68135,1019,239,654,932,155,157,46,75,18,321,792,716,198,596,449,199,1,76,186,1269
2020-07-06,991,929,582,363,167,1643,254,147,171,349,947,1276,1285,68135,1019,240,654,932,155,157,46,75,18,321,792,716,198,596,449,199,1,76,186,1269
2020-07-07,991,929,582,363,167,1645,254,147,171,349,947,1276,1299,68135,1019,244,654,932,155,159,46,75,18,321,792,718,199,598,449,199,1,76,187,1269
2020-07-08,991,929,582,363,167,1647,254,147,171,349,947,1276,1323,68135,1019,244,654,932,155,162,46,75,18,321,792,721,199,599,449,199,1,76,187,1269
2020-07-09,991,929,582,363,167,1647,254,147,171,349,947,1276,1365,68135,1019,244,654,932,155,162,46,75,18,321,792,721,199,599,449,199,1,76,187,1269
2020-07-10,991,929,582,363,167,1647,254,147,171,349,947,1276,1403,68135,1019,244,654,932,155,162,46,75,18,321,792,721,199,599,449,199,1,76,187,1269
2020-07-11,991,929,582,363,167,1648,254,147,171,349,947,1276,1431,68135,1019,245,654,932,155,164,46,75,18,321,792,724,200,599,451,203,1,76,187,1270
